Chromosome/scaffold name,Start (bp),End (bp),Feature type
18,73001,73801,Promoter
9,122943800,122944401,Promoter
4,107988600,107993201,Promoter
8,38150400,38151401,Promoter
12,113271600,113272401,Promoter
17,81642000,81642800,Promoter
16,68370600,68371201,Promoter
7,135971200,135971401,Promoter
1,115641400,115644001,Promoter
17,77277000,77277201,Promoter
19,23790601,23791000,Promoter
2,25991200,25992001,Promoter
15,24847400,24849000,Promoter
9,134379800,134380201,Promoter
16,688800,691201,Promoter
17,47864800,47865001,Promoter
14,68363400,68364801,Promoter
14,24332400,24335401,Promoter
9,126914200,126916601,Promoter
10,37975000,37977401,Promoter
20,62063000,62068001,Promoter
1,109199800,109200200,Promoter
21,43884400,43884801,Promoter
17,1559600,1563801,Promoter
16,68447000,68447401,Promoter
11,30322001,30325001,Promoter
12,53972400,53976001,Promoter
1,31771800,31773001,Promoter
12,14951800,14963401,Promoter
5,95861000,95861801,Promoter
16,70430400,70431401,Promoter
14,67414400,67414601,Promoter
14,68940000,68940201,Promoter
12,48003400,48003601,Promoter
13,54572000,54573001,Promoter
19,1750800,1751800,Promoter
2,119695400,119695601,Promoter
19,13880000,13881001,Promoter
15,80160600,80160801,Promoter
6,32114400,32114601,Promoter
3,46205400,46209201,Promoter
6,28597000,28599200,Promoter
22,36527000,36530401,Promoter
21,31341200,31341601,Promoter
19,55377200,55378201,Promoter
16,67652600,67654001,Promoter
16,81479400,81479601,Promoter
2,217912000,217915601,Promoter
16,30208600,30211001,Promoter
4,8394200,8395001,Promoter
19,36292400,36292601,Promoter
4,3072801,3077201,Promoter
5,118986800,118989401,Promoter
1,235947600,235947801,Promoter
22,31627400,31628001,Promoter
11,123478400,123478601,Promoter
9,128655200,128657401,Promoter
17,21075400,21076401,Promoter
3,172517000,172519201,Promoter
10,87503600,87508001,Promoter
12,106245200,106250801,Promoter
7,101813800,101819601,Promoter
X,72712800,72715800,Promoter
11,832200,835601,Promoter
8,78803400,78806801,Promoter
2,113582800,113585601,Promoter
19,7355800,7356001,Promoter
6,157985200,157985401,Promoter
4,122731800,122734201,Promoter
1,231161000,231163001,Promoter
14,101964000,101967801,Promoter
19,58407000,58410400,Promoter
1,1031200,1031401,Promoter
9,77645800,77649401,Promoter
8,80168200,80172401,Promoter
16,726000,729601,Promoter
22,41976200,41978401,Promoter
9,123485400,123485601,Promoter
2,232696600,232699801,Promoter
7,90153800,90156001,Promoter
19,19211601,19212601,Promoter
17,19161600,19164001,Promoter
15,22178000,22179001,Promoter
3,130110200,130113600,Promoter
11,9000800,9001201,Promoter
6,44119000,44119201,Promoter
1,155250000,155251001,Promoter
3,122507400,122507801,Promoter
7,38907600,38910000,Promoter
1,223826000,223826201,Promoter
8,103140000,103142001,Promoter
14,50827400,50832401,Promoter
6,26456800,26460001,Promoter
19,18168400,18168801,Promoter
3,123412200,123413801,Promoter
20,21124801,21127401,Promoter
3,49718200,49720201,Promoter
19,9767200,9769801,Promoter
6,30496600,30496801,Promoter
10,101845400,101846000,Promoter
13,52599200,52601600,Promoter
7,106108800,106113401,Promoter
21,41316200,41317800,Promoter
17,27332400,27334001,Promoter
7,608600,609001,Promoter
14,50040400,50040601,Promoter
18,5488801,5489200,Promoter
2,197803600,197809601,Promoter
10,71775400,71775601,Promoter
17,82030200,82033201,Promoter
19,48553000,48553201,Promoter
11,77471000,77475401,Promoter
20,2692000,2694201,Promoter
4,150077201,150083001,Promoter
10,29647600,29648001,Promoter
2,91770400,91770601,Promoter
16,57045800,57046001,Promoter
1,234973600,234974001,Promoter
2,84924400,84924801,Promoter
9,65675200,65678001,Promoter
16,27321800,27322001,Promoter
3,535601,537200,Promoter
16,57357800,57358401,Promoter
6,41892400,41896801,Promoter
18,596400,597601,Promoter
X,103329801,103331801,Promoter
8,1801600,1802801,Promoter
13,102879601,102880201,Promoter
12,116910201,116912601,Promoter
19,1524000,1524401,Promoter
4,3765000,3767001,Promoter
2,176104000,176105401,Promoter
16,56643200,56644001,Promoter
1,28096201,28096601,Promoter
2,31136400,31139600,Promoter
7,50564201,50566200,Promoter
10,97572600,97573201,Promoter
13,67226000,67233600,Promoter
2,25204000,25204801,Promoter
3,100111601,100114401,Promoter
2,96257600,96258401,Promoter
18,50279600,50282601,Promoter
5,141417401,141419200,Promoter
11,84315201,84317401,Promoter
17,50781200,50781801,Promoter
3,197001800,197004601,Promoter
8,37903800,37904401,Promoter
1,65063600,65069801,Promoter
13,60161201,60165801,Promoter
9,86943200,86949601,Promoter
22,30541401,30542801,Promoter
18,10453800,10457201,Promoter
5,177500800,177501001,Promoter
9,137216801,137219201,Promoter
15,91867000,91867401,Promoter
8,101052000,101052201,Promoter
12,70467801,70470400,Promoter
8,42195400,42195601,Promoter
15,64893400,64896401,Promoter
5,180208600,180209601,Promoter
X,68699600,68700001,Promoter
5,148319801,148321400,Promoter
19,40609200,40615801,Promoter
5,61263800,61264001,Promoter
2,237683200,237683601,Promoter
15,78068400,78070601,Promoter
1,1012600,1015201,Promoter
16,88809800,88813401,Promoter
10,17212400,17212801,Promoter
2,60439000,60440001,Promoter
6,43142401,43142801,Promoter
15,97295600,97297600,Promoter
14,35825001,35828201,Promoter
12,96029600,96029801,Promoter
6,110356800,110359201,Promoter
14,44959200,44959401,Promoter
11,68014200,68015001,Promoter
22,26573800,26574001,Promoter
19,506200,509401,Promoter
17,43255200,43255601,Promoter
19,55652001,55658401,Promoter
1,109508600,109510401,Promoter
11,10855401,10860201,Promoter
22,28882400,28886001,Promoter
3,32814400,32814801,Promoter
7,2400000,2400201,Promoter
14,74619800,74620001,Promoter
19,4374200,4376601,Promoter
1,223144400,223144601,Promoter
15,63488800,63489201,Promoter
2,24329800,24330001,Promoter
2,9553200,9553801,Promoter
7,143407200,143409601,Promoter
1,247411400,247411601,Promoter
2,37599600,37602201,Promoter
13,79389000,79389201,Promoter
8,16187600,16188001,Promoter
14,63478000,63478401,Promoter
18,3382800,3383001,Promoter
15,81797000,81798800,Promoter
4,80124401,80124601,Promoter
1,30717401,30719801,Promoter
14,94561401,94561800,Promoter
1,109823400,109824601,Promoter
11,61832600,61832801,Promoter
22,26887200,26887601,Promoter
10,13704800,13708601,Promoter
6,46918001,46923201,Promoter
5,179618800,179625201,Promoter
18,57799400,57804401,Promoter
17,73291600,73292801,Promoter
16,90109800,90110601,Promoter
6,37168400,37175401,Promoter
2,40457600,40458201,Promoter
3,195811000,195811401,Promoter
15,76994000,76998801,Promoter
15,56729800,56730401,Promoter
3,127728800,127729001,Promoter
19,20165800,20169001,Promoter
2,38098400,38099601,Promoter
3,9600800,9601201,Promoter
4,170025000,170028000,Promoter
5,151150200,151151801,Promoter
11,3156000,3156401,Promoter
6,17702600,17707801,Promoter
9,71445601,71447801,Promoter
2,73282800,73285601,Promoter
1,156097200,156098201,Promoter
22,32059200,32059800,Promoter
22,50241200,50247601,Promoter
6,119148400,119148601,Promoter
1,66751600,66753201,Promoter
17,17792600,17793001,Promoter
7,2237400,2237801,Promoter
11,72100600,72101001,Promoter
2,201139800,201140201,Promoter
1,221974400,221978801,Promoter
2,64637200,64637401,Promoter
14,101730200,101730401,Promoter
19,13148000,13157601,Promoter
20,45933000,45936601,Promoter
X,21939800,21943801,Promoter
2,85132400,85136201,Promoter
12,57238000,57241201,Promoter
1,20696200,20697601,Promoter
7,2644800,2645601,Promoter
X,152940601,152942800,Promoter
1,156725200,156730001,Promoter
6,8062601,8065401,Promoter
X,54042200,54046001,Promoter
22,46105800,46108601,Promoter
21,44911200,44915601,Promoter
20,63845800,63846001,Promoter
2,197194400,197194801,Promoter
16,12089400,12090401,Promoter
19,53787001,53789000,Promoter
3,146921801,146922000,Promoter
7,34800,35601,Promoter
7,35183801,35187201,Promoter
1,44721400,44722201,Promoter
4,76023600,76023801,Promoter
22,39934800,39938801,Promoter
4,155952400,155954800,Promoter
5,178623800,178628000,Promoter
8,143735400,143735601,Promoter
21,36173800,36174001,Promoter
17,7833000,7833201,Promoter
19,15416800,15420001,Promoter
22,29552200,29555001,Promoter
X,41919000,41919401,Promoter
17,65053600,65058801,Promoter
3,69738000,69743401,Promoter
21,38991200,38991801,Promoter
8,11853200,11854401,Promoter
17,48841000,48843601,Promoter
1,61056200,61058201,Promoter
17,81536800,81537601,Promoter
5,103257600,103262001,Promoter
8,46617600,46618001,Promoter
4,101411000,101411600,Promoter
19,2045400,2045601,Promoter
22,37576400,37580001,Promoter
2,96323000,96323201,Promoter
17,17819800,17820001,Promoter
3,39808401,39811400,Promoter
7,75409400,75411801,Promoter
14,89953400,89957801,Promoter
11,63680600,63684401,Promoter
3,196631400,196634801,Promoter
2,218327800,218328001,Promoter
2,240256600,240256801,Promoter
4,24979800,24980601,Promoter
19,1000200,1001001,Promoter
X,150699000,150700801,Promoter
4,105707200,105710801,Promoter
10,110493800,110494001,Promoter
15,30629600,30629801,Promoter
22,45236400,45236601,Promoter
19,38373801,38376801,Promoter
14,88791400,88793800,Promoter
1,68228600,68233401,Promoter
7,55109800,55111201,Promoter
16,88569200,88572001,Promoter
2,38777401,38779401,Promoter
1,156212001,156214401,Promoter
7,36280800,36282201,Promoter
19,46733800,46734001,Promoter
3,40761401,40761800,Promoter
12,130714200,130717001,Promoter
1,155744800,155747201,Promoter
12,1812800,1813401,Promoter
19,32970600,32973201,Promoter
7,1090400,1090601,Promoter
10,104327600,104332201,Promoter
5,76292800,76293201,Promoter
1,228090800,228091001,Promoter
7,66352200,66352601,Promoter
16,49663400,49664401,Promoter
19,52569201,52571801,Promoter
19,35123400,35123601,Promoter
2,216057800,216058401,Promoter
22,30966000,30972200,Promoter
8,64576400,64577601,Promoter
17,20895601,20896800,Promoter
8,100443200,100443401,Promoter
6,131001000,131001601,Promoter
15,67833600,67833801,Promoter
11,102306600,102306801,Promoter
20,31474800,31475801,Promoter
17,75906600,75906800,Promoter
9,87725400,87727801,Promoter
7,100538200,100540801,Promoter
9,120873800,120878601,Promoter
5,132418400,132419201,Promoter
2,32946000,32949001,Promoter
8,27391000,27391201,Promoter
16,75305000,75306801,Promoter
5,19987400,19988800,Promoter
17,81916600,81919201,Promoter
1,174799200,174802600,Promoter
19,11596600,11599601,Promoter
20,45889600,45893201,Promoter
6,36291800,36292201,Promoter
5,175477001,175480801,Promoter
16,87956000,87957401,Promoter
3,53196800,53197201,Promoter
2,239234400,239234601,Promoter
19,46846000,46846201,Promoter
2,127800200,127800401,Promoter
12,49704400,49704601,Promoter
18,59693601,59695201,Promoter
8,29956800,29957001,Promoter
11,128476200,128476401,Promoter
19,4396601,4396801,Promoter
2,145023000,145023801,Promoter
X,66038401,66039801,Promoter
16,50365400,50365601,Promoter
3,156291200,156292001,Promoter
11,66068400,66072601,Promoter
14,56804601,56810401,Promoter
11,8909800,8915001,Promoter
8,48428400,48428801,Promoter
11,65606800,65608001,Promoter
16,89200800,89202800,Promoter
10,44980600,44981001,Promoter
20,38259400,38259601,Promoter
16,87494200,87495001,Promoter
12,40229000,40230001,Promoter
1,182795000,182795201,Promoter
12,111840200,111844201,Promoter
11,67503200,67510600,Promoter
10,47299800,47300801,Promoter
7,44038600,44041201,Promoter
7,128697001,128698201,Promoter
6,165308800,165310001,Promoter
5,72952200,72952401,Promoter
14,93095600,93096001,Promoter
1,154606200,154609801,Promoter
2,97712400,97719601,Promoter
6,166954000,166960001,Promoter
14,24139400,24142601,Promoter
8,38784800,38785401,Promoter
2,42764200,42764401,Promoter
11,75399000,75402801,Promoter
6,156821400,156822001,Promoter
1,246564001,246568801,Promoter
10,25061600,25062801,Promoter
3,6490200,6492400,Promoter
14,61466400,61466801,Promoter
14,28264401,28265000,Promoter
2,160269400,160271801,Promoter
18,35045400,35046401,Promoter
8,102859800,102865801,Promoter
15,65824600,65824801,Promoter
3,149575600,149576601,Promoter
2,161507601,161508000,Promoter
2,232549200,232552201,Promoter
9,79391201,79391600,Promoter
4,3384600,3390401,Promoter
12,14417400,14419201,Promoter
9,133476000,133476401,Promoter
20,38095800,38096001,Promoter
11,18705400,18707201,Promoter
14,61570600,61570801,Promoter
7,99929200,99930001,Promoter
Y,6908800,6912200,Promoter
2,216079000,216079201,Promoter
19,18030400,18030801,Promoter
19,38657200,38657401,Promoter
3,187021800,187022001,Promoter
17,37741201,37747000,Promoter
3,48897600,48899601,Promoter
15,68256400,68257801,Promoter
19,17722200,17722401,Promoter
17,47952600,47959001,Promoter
12,12111000,12111800,Promoter
10,13970201,13970601,Promoter
7,28684400,28684601,Promoter
2,174719800,174720400,Promoter
5,58557600,58558400,Promoter
16,4537000,4539600,Promoter
20,6010200,6010401,Promoter
12,93314600,93316201,Promoter
X,37846200,37848801,Promoter
21,36134000,36136801,Promoter
1,109370400,109370601,Promoter
5,177670400,177672801,Promoter
16,88683000,88683801,Promoter
19,48324600,48327801,Promoter
16,84827200,84827801,Promoter
12,46263200,46263601,Promoter
7,149713801,149716401,Promoter
20,38602000,38602200,Promoter
1,207815400,207815601,Promoter
12,124500200,124500401,Promoter
9,468800,471401,Promoter
9,131727200,131727401,Promoter
19,35090600,35091201,Promoter
7,1041200,1041401,Promoter
14,68549400,68549601,Promoter
12,27549600,27550401,Promoter
12,89019400,89020001,Promoter
10,30553000,30554801,Promoter
X,135096800,135099600,Promoter
11,67368800,67369001,Promoter
7,100247600,100247801,Promoter
16,50841000,50841601,Promoter
1,228556201,228558600,Promoter
15,20775201,20777200,Promoter
1,27007000,27007201,Promoter
3,15738400,15738601,Promoter
22,45158800,45159201,Promoter
1,8848800,8849001,Promoter
1,148146000,148146401,Promoter
16,57637600,57639801,Promoter
17,1484400,1494001,Promoter
8,721400,722001,Promoter
16,56936800,56937801,Promoter
15,30103000,30105001,Promoter
9,66978801,66979200,Promoter
3,149220201,149221801,Promoter
8,130206000,130206201,Promoter
19,17091800,17092401,Promoter
12,113149600,113150001,Promoter
19,12639800,12640601,Promoter
3,194002600,194004201,Promoter
1,161066400,161070801,Promoter
8,93737400,93737601,Promoter
11,61963600,61974001,Promoter
17,28901400,28903601,Promoter
12,54362000,54362401,Promoter
17,80959800,80960201,Promoter
9,92291000,92295001,Promoter
9,96776800,96779401,Promoter
11,66637400,66643601,Promoter
16,85566400,85566801,Promoter
17,40058400,40058601,Promoter
5,7867800,7871001,Promoter
5,39186800,39190001,Promoter
10,32953400,32961201,Promoter
16,31128200,31130001,Promoter
17,76841200,76842201,Promoter
5,141187000,141188601,Promoter
6,32937800,32938001,Promoter
17,74544600,74546201,Promoter
5,1445200,1445800,Promoter
16,11912800,11917001,Promoter
14,72891200,72895401,Promoter
11,60980200,60988601,Promoter
3,4830600,4831801,Promoter
8,85808401,85820201,Promoter
20,1892400,1898601,Promoter
2,104406200,104407801,Promoter
12,93386600,93387001,Promoter
16,67242400,67242601,Promoter
8,27609600,27615401,Promoter
12,12506000,12506801,Promoter
14,52697600,52698001,Promoter
5,122074600,122074801,Promoter
3,111539400,111539801,Promoter
16,29627200,29627801,Promoter
1,36384000,36388201,Promoter
12,104265200,104265600,Promoter
22,46774000,46775201,Promoter
2,170824000,170824601,Promoter
8,42196000,42197001,Promoter
X,120628400,120631001,Promoter
22,17770800,17771001,Promoter
5,157570200,157570401,Promoter
3,13039200,13041401,Promoter
1,226653600,226654601,Promoter
2,238234200,238235001,Promoter
3,15269800,15270001,Promoter
2,183034800,183039601,Promoter
8,101125600,101127601,Promoter
14,61476400,61477401,Promoter
5,176363000,176366801,Promoter
2,110381201,110385201,Promoter
5,168528800,168530400,Promoter
12,117097200,117100001,Promoter
15,82444800,82447600,Promoter
17,82528800,82529001,Promoter
1,155944600,155945001,Promoter
2,98769600,98773001,Promoter
6,50815600,50825001,Promoter
15,100600200,100604201,Promoter
12,56338600,56340001,Promoter
22,37952400,37955201,Promoter
5,133611400,133612801,Promoter
3,46374400,46374601,Promoter
10,122952200,122955200,Promoter
12,46362800,46363001,Promoter
19,15457000,15457601,Promoter
7,141071200,141076801,Promoter
1,31927000,31927801,Promoter
2,215682200,215682401,Promoter
2,95277800,95278201,Promoter
1,29236000,29239001,Promoter
16,71229801,71231201,Promoter
1,41239600,41243401,Promoter
4,165212600,165213401,Promoter
14,61339200,61340001,Promoter
7,151274000,151274401,Promoter
2,120797000,120797601,Promoter
21,42403000,42407601,Promoter
5,60487800,60489400,Promoter
1,212863000,212863601,Promoter
12,52030400,52032001,Promoter
11,57781400,57781801,Promoter
17,40120000,40125601,Promoter
16,30557000,30562401,Promoter
4,177440800,177443601,Promoter
2,45567000,45568801,Promoter
14,73726000,73726401,Promoter
6,95574800,95579001,Promoter
5,131256800,131257801,Promoter
10,61000401,61002400,Promoter
20,37294200,37294401,Promoter
1,153563000,153563201,Promoter
1,159208000,159208201,Promoter
14,102138201,102142201,Promoter
16,8712401,8714001,Promoter
7,49773001,49776401,Promoter
21,20997200,21002601,Promoter
5,136191001,136193401,Promoter
8,102982000,102982201,Promoter
20,62369800,62370401,Promoter
11,48008200,48008601,Promoter
11,12194400,12194801,Promoter
13,102797600,102801601,Promoter
19,57915000,57917601,Promoter
7,100371000,100371401,Promoter
8,100437800,100438601,Promoter
2,43594800,43597201,Promoter
4,8010400,8010801,Promoter
